"fra_fraccion","fra_descrip1","fra_descrip2","fra_descrip3","fra_unidad","fra_advotr"
"8527.91.99","LOS DEM?S.","APARATOS RECEPTORES DE RADIODIFUSI?N, INCLUSO COMBINADOS EN LA MISMA ENVOLTURA CON GRABADOR O REPRODUCTOR DE SONIDO O CON RELOJ.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8527.92.01","SIN COMBINAR CON GRABADOR O REPRODUCTOR DE SONIDO, PERO COMBINADOS CON RELOJ.","APARATOS RECEPTORES DE RADIODIFUSI?N, INCLUSO COMBINADOS EN LA MISMA ENVOLTURA CON GRABADOR O REPRODUCTOR DE SONIDO O CON RELOJ.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8527.99.01","COMBINADOS EXCLUSIVAMENTE CON UN APARATO DE GRABACI?N O REPRODUCCI?N DE DISCO, DE VIDEO (IMAGEN Y SONIDO) DIGITALIZADO, CON AMPLIFICADOR INCORPORADO, SALIDAS PARA ALTAVOCES Y PROCESADOR DIGITAL DE AUDIO, AUN CUANDO SE PRESENTEN CON SUS ALTAVOCES.","APARATOS RECEPTORES DE RADIODIFUSI?N, INCLUSO COMBINADOS EN LA MISMA ENVOLTURA CON GRABADOR O REPRODUCTOR DE SONIDO O CON RELOJ.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8527.99.99","LOS DEM?S.","APARATOS RECEPTORES DE RADIODIFUSI?N, INCLUSO COMBINADOS EN LA MISMA ENVOLTURA CON GRABADOR O REPRODUCTOR DE SONIDO O CON RELOJ.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.41.01","EN COLORES.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6",""
"8528.41.99","LOS DEM?S.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6",""
"8528.49.01","EN COLORES, CON PANTALLA INFERIOR O IGUAL A 35.56 CM (14 PULGADAS), EXCEPTO LOS DE ALTA DEFINICI?N Y LOS TIPO PROYECCI?N.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.49.02","EN COLORES, CON PANTALLA SUPERIOR A 35.56 CM (14 PULGADAS), EXCEPTO LOS DE ALTA DEFINICI?N Y LOS TIPO PROYECCI?N.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.49.03","EN COLORES, DE TIPO PROYECCI?N, EXCEPTO LOS DE ALTA DEFINICI?N.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.49.04","EN COLORES, DE ALTA DEFINICI?N, EXCEPTO LOS TIPO PROYECCI?N.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.49.05","EN COLORES, DE ALTA DEFINICI?N, TIPO PROYECCI?N.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.49.06","EN BLANCO Y NEGRO O DEM?S MONOCROMOS POR CABLE COAXIAL.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.49.07","INCOMPLETOS O SIN TERMINAR (INCLUSO LOS ENSAMBLES COMPUESTOS DE LAS PARTES CORRESPONDIENTES ENTRE LAS ESPECIFICADAS EN LOS INCISOS (A), (B), (C) Y (E) EN LA NOTA ACLARATORIA 4 DEL CAP?TULO 85 M?S UNA FUENTE DE PODER), QUE NO INCORPOREN TUBOS DE RAYOS CAT","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.49.08","SISTEMAS AUDIOVISUALES INTEGRADOS A COLORES, PARA CONTROL DE ACCESOS MEDIANTE M?LTIPLES PANTALLAS (DISPLAYS) DE VIDEO DE HASTA 30 CM (12 PULGADAS) CON DIRECCIONAMIENTO SELECTIVO Y AUTOM?TICO.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.49.09","SISTEMAS AUDIOVISUALES INTEGRADOS, EN BLANCO Y NEGRO PARA CONTROL DE ACCESOS MEDIANTE M?LTIPLES PANTALLAS (DISPLAYS) DE VIDEO HASTA 30 CM (12 PULGADAS), CON DIRECCIONAMIENTO SELECTIVO Y AUTOM?TICO.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6",""
"8528.49.99","LOS DEM?S.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","10"
"8528.51.01","CON UN CAMPO VISUAL MEDIDO DIAGONALMENTE, INFERIOR O IGUAL A 35.56 CM (14 PULGADAS).","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6",""
"8528.51.99","LOS DEM?S.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6",""
"8528.59.01","CON PANTALLA INFERIOR O IGUAL A 35.56 CM (14 PULGADAS), EXCEPTO LOS DE ALTA DEFINICI?N.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.59.02","CON PANTALLA SUPERIOR A 35.56 CM (14 PULGADAS), EXCEPTO LOS DE ALTA DEFINICI?N.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.59.03","DE ALTA DEFINICI?N.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.59.04","INCOMPLETOS O SIN TERMINAR (INCLUSO LOS ENSAMBLES COMPUESTOS DE LAS PARTES CORRESPONDIENTES ENTRE LAS ESPECIFICADAS EN LOS INCISOS (A), (B), (C) Y (E) EN LA NOTA ACLARATORIA 4 DEL CAP?TULO 85 M?S UNA FUENTE DE PODER), QUE NO INCORPOREN PANTALLA PLANA O P","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.59.99","LOS DEM?S.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","10"
"8528.61.01","DE LOS TIPOS UTILIZADOS EXCLUSIVA O PRINCIPALMENTE CON M?QUINAS AUTOM?TICAS PARA TRATAMIENTO O PROCESAMIENTO DE DATOS DE LA PARTIDA 84.71.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6",""
"8528.69.01","EN COLORES, CON PANTALLA PLANA.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6",""
"8528.69.02","EN COLORES, INCOMPLETOS O SIN TERMINAR (INCLUSO LOS ENSAMBLES COMPUESTOS DE LAS PARTES CORRESPONDIENTES ENTRE LAS ESPECIFICADAS EN LOS INCISOS A), B), C) Y E) EN LA NOTA ACLARATORIA 4 DEL CAP?TULO 85 M?S UNA FUENTE DE PODER), QUE NO INCORPOREN TUBOS DE R","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6",""
"8528.69.03","POR TUBO DE RAYOS CAT?DICOS, EXCEPTO LOS DE ALTA DEFINICI?N.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6",""
"8528.69.04","DE ALTA DEFINICI?N TIPO PROYECCI?N POR TUBO DE RAYOS CAT?DICOS.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6",""
"8528.69.99","LOS DEM?S.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6",""
"8528.71.01","INCOMPLETOS O SIN TERMINAR (INCLUSO LOS ENSAMBLES COMPUESTOS DE TODAS LAS PARTES ESPECIFICADAS EN LA NOTA ACLARATORIA 4 DEL CAP?TULO 85 M?S UNA FUENTE DE PODER).","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.71.02","RECEPTOR DE MICROONDAS O DE SE?ALES DE V?A SAT?LITE, CUYA FRECUENCIA DE OPERACI?N SEA HASTA DE 4.2 GHZ Y M?XIMO 999 CANALES DE TELEVISI?N.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.71.03","SISTEMA DE RECEPCI?N DE MICROONDAS V?A SAT?LITE, COMPUESTO DE LOCALIZADOR ELECTR?NICO DE SAT?LITES, CONVERTIDOR DE BAJADA, RECEPTOR CUYA ONDA DE FRECUENCIA DE OPERACI?N SEA DE 3.7 A 4.2 GHZ, AMPLIFICADOR DE BAJO RUIDO (LNA), GU?AS DE ONDA, POLARROTOR Y C","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.71.04","SISTEMA DE RECEPCI?N DE MICROONDAS V?A SAT?LITE, COMPUESTO DE UN CONVERTIDOR DE BAJADA CUYA FRECUENCIA DE OPERACI?N SEA DE 11.7 A 14.5 GHZ, Y UN RECEPTOR CUYA FRECUENCIA DE OPERACI?N SEA DE HASTA 4.2 GHZ.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6",""
"8528.71.99","LOS DEM?S.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","10"
"8528.72.01","CON PANTALLA INFERIOR O IGUAL A 35.56 CM (14 PULGADAS), EXCEPTO LOS DE ALTA DEFINICI?N, LOS TIPO PROYECCI?N Y LOS COMPRENDIDOS EN LA FRACCI?N 8528.72.06.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
"8528.72.02","CON PANTALLA SUPERIOR A 35.56 CM (14 PULGADAS), EXCEPTO LOS DE ALTA DEFINICI?N, LOS TIPO PROYECCI?N Y LOS COMPRENDIDOS EN LA FRACCI?N 8528.72.06.","MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI?N; APARATOS RECEPTORES DE TELEVISI?N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI?N O GRABACI?N O REPRODUCCI?N DE SONIDO O IMAGEN INCORPORADO.","M?QUINAS, APARATOS Y MATERIAL EL?CTRICO, Y SUS PARTES; APARATOS DE GRABACI?N O REPRODUCCI?N DE SONIDO, APARATOS DE GRABACI?N O REPRODUCCI?N DE IMAGEN Y SONIDO EN TELEVISI?N, Y LAS PARTES Y ACCESORIOS DE ESTOS APARATOS","6","15"
