"fra_fraccion","fra_descrip1","fra_descrip2","fra_descrip3","fra_unidad","fra_advotr"
"0101.10.01","CABALLOS.","CABALLOS, ASNOS, MULOS Y BURDÉGANOS, VIVOS.","ANIMALES VIVOS","7","10"
"0101.10.99","LOS DEMÁS.","CABALLOS, ASNOS, MULOS Y BURDÉGANOS, VIVOS.","ANIMALES VIVOS","7","20"
"0101.90.01","CABALLOS PARA SALTOS O CARRERAS.","CABALLOS, ASNOS, MULOS Y BURDÉGANOS, VIVOS.","ANIMALES VIVOS","7","20"
"0101.90.02","CABALLOS SIN PEDIGREE, PARA REPRODUCCI'ON.","CABALLOS, ASNOS, MULOS Y BURDÉGANOS, VIVOS.","ANIMALES VIVOS","7","10"
"0101.90.03","CABALLOS PARA ABASTO, CUANDO LA IMPORTACIÓN LA REALICEN EMPACADORAS TIPO INSPECCIÓN FEDERAL.","CABALLOS, ASNOS, MULOS Y BURDÉGANOS, VIVOS.","ANIMALES VIVOS","7","10"
"0101.90.99","LOS DEMÁS","CABALLOS, ASNOS, MULOS Y BURDÉGANOS, VIVOS.","ANIMALES VIVOS","7","20"
"0102.10.01","REPRODUCTORES DE RAZA PURA.","ANIMALES VIVOS DE LA ESPECIE BOVINA.","ANIMALES VIVOS","7",""
"0102.90.01","VACAS LECHERAS.","ANIMALES VIVOS DE LA ESPECIE BOVINA.","ANIMALES VIVOS","7",""
"0102.90.02","CON PEDIGREE O CERTIFICADO DE ALTO REGISTRO, EXCEPTO LO COMPRENDIDO EN LA FRACCIÓN 0102.90.01.","ANIMALES VIVOS DE LA ESPECIE BOVINA.","ANIMALES VIVOS","7",""
"0102.90.03","BOVINOS PARA ABASTO, CUANDO SEAN IMPORTADOS POR INDUSTRIAL DE ABASTOS.","ANIMALES VIVOS DE LA ESPECIE BOVINA.","ANIMALES VIVOS","7","15"
"0102.90.99","LOS DEMÁS.","ANIMALES VIVOS DE LA ESPECIE BOVINA.","ANIMALES VIVOS","7","15"
"0103.10.01","REPRODUCTORES DE RAZA PURA.","ANIMALES VIVOS DE LA ESPECIE PORCINA.","ANIMALES VIVOS","7",""
"0103.91.01","CON PEDIGREE O CERTIFICADO DE ALTO REGISTRO.","ANIMALES VIVOS DE LA ESPECIE PORCINA.","ANIMALES VIVOS","7","9"
"0103.91.02","PECARÍS.","ANIMALES VIVOS DE LA ESPECIE PORCINA.","ANIMALES VIVOS","7","20"
"0103.91.99","LOS DEMÁS.","ANIMALES VIVOS DE LA ESPECIE PORCINA.","ANIMALES VIVOS","7","20"
"0103.92.01","CON PEDIGREE O CERTIFICADO DE ALTO REGISTRO.","ANIMALES VIVOS DE LA ESPECIE PORCINA.","ANIMALES VIVOS","7","9"
"0103.92.02","DE PESO SUPERIOR A 110 KG, EXCEPTO LO COMPRENDIDO EN LAS FRACCIONES 0103.92.01 Y 0103.92.03.","ANIMALES VIVOS DE LA ESPECIE PORCINA.","ANIMALES VIVOS","7","20"
"0103.92.03","PECARÍS.","ANIMALES VIVOS DE LA ESPECIE PORCINA.","ANIMALES VIVOS","7","20"
"0103.92.99","LOS DEMÁS.","ANIMALES VIVOS DE LA ESPECIE PORCINA.","ANIMALES VIVOS","7","20"
"0104.10.01","CON PEDIGREE O CERTIFICADO DE ALTO REGISTRO.","ANIMALES VIVOS DE LAS ESPECIES OVINA O CAPRINA.","ANIMALES VIVOS","7",""
"0104.10.02","PARA ABASTO.","ANIMALES VIVOS DE LAS ESPECIES OVINA O CAPRINA.","ANIMALES VIVOS","7","10"
"0104.10.99","LOS DEMÁS.","ANIMALES VIVOS DE LAS ESPECIES OVINA O CAPRINA.","ANIMALES VIVOS","7","10"
"0104.20.01","CON PEDIGREE O CERTIFICADO DE ALTO REGISTRO.","ANIMALES VIVOS DE LAS ESPECIES OVINA O CAPRINA.","ANIMALES VIVOS","7",""
"0104.20.99","LOS DEMÁS.","ANIMALES VIVOS DE LAS ESPECIES OVINA O CAPRINA.","ANIMALES VIVOS","7","10"
"0105.11.01","CUANDO NO NECESITEN ALIMENTO DURANTE SU TRANSPORTE.","GALLOS, GALLINAS, PATOS, GANSOS, PAVOS (GALLIPAVOS) Y PINTADAS, DE LAS ESPECIES DOMÉSTICAS, VIVOS.","ANIMALES VIVOS","7","45"
"0105.11.02","AVES PROGENITORAS RECIÉN NACIDAS, CON CERTIFICADO DE ALTO REGISTRO, CUANDO SE IMPORTE UN MÁXIMO DE 18,000 CABEZAS POR CADA OPERACIÓN.","GALLOS, GALLINAS, PATOS, GANSOS, PAVOS (GALLIPAVOS) Y PINTADAS, DE LAS ESPECIES DOMÉSTICAS, VIVOS.","ANIMALES VIVOS","7",""
"0105.11.99","LOS DEMÁS.","GALLOS, GALLINAS, PATOS, GANSOS, PAVOS (GALLIPAVOS) Y PINTADAS, DE LAS ESPECIES DOMÉSTICAS, VIVOS.","ANIMALES VIVOS","7","10"
"0105.12.01","PAVOS (GALLIPAVOS).","GALLOS, GALLINAS, PATOS, GANSOS, PAVOS (GALLIPAVOS) Y PINTADAS, DE LAS ESPECIES DOMÉSTICAS, VIVOS.","ANIMALES VIVOS","7","10"
"0105.19.99","LOS DEMÁS.","GALLOS, GALLINAS, PATOS, GANSOS, PAVOS (GALLIPAVOS) Y PINTADAS, DE LAS ESPECIES DOMÉSTICAS, VIVOS.","ANIMALES VIVOS","7","10"
"0105.94.01","GALLOS DE PELEA.","GALLOS, GALLINAS, PATOS, GANSOS, PAVOS (GALLIPAVOS) Y PINTADAS, DE LAS ESPECIES DOMÉSTICAS, VIVOS.","ANIMALES VIVOS","7","20"
"0105.94.99","LOS DEMÁS.","GALLOS, GALLINAS, PATOS, GANSOS, PAVOS (GALLIPAVOS) Y PINTADAS, DE LAS ESPECIES DOMÉSTICAS, VIVOS.","ANIMALES VIVOS","7","10"
"0105.99.99","LOS DEMÁS.","GALLOS, GALLINAS, PATOS, GANSOS, PAVOS (GALLIPAVOS) Y PINTADAS, DE LAS ESPECIES DOMÉSTICAS, VIVOS.","ANIMALES VIVOS","7","10"
"0106.11.01","MONOS (SIMIOS) DE LAS VARIEDADES MACACUS RHESUS O MACACUS CERCOPHITECUS.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","10"
"0106.11.99","LOS DEMÁS.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.12.01","BALLENAS, DELFINES Y MARSOPAS (MAMÍFEROS DEL ORDEN CETÁCEOS); MANATÍES Y DUGONES O DUGONGOS (MAMÍFEROS DEL ORDEN SIRENIOS).","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.19.01","BORREGO CIMARRÓN, BERRENDO, OSO, LOBO, CASTOR, PUMA, JAGUAR, OCELOTE, MARGAY, GATO DE MONTE O TAPIR.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.19.02","VENADO ROJO (CERVUS ELAPHUS); GAMO (DAMA DAMA).","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7",""
"0106.19.03","PERROS.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.19.04","CONEJOS.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.19.05","FOCAS, ELEFANTES Y LEONES MARINOS.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.19.99","LOS DEMÁS.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.20.01","VÍBORA DE CASCABEL.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.20.02","TORTUGAS TERRESTRES.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.20.03","TORTUGAS DE AGUA DULCE O DE MAR.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.20.99","LOS DEMÁS.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.31.01","AVES DE RAPIÑA.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.32.01","PSITACIFORMES (INCLUIDOS LOS LOROS, GUACAMAYOS, CACATÚAS Y DEMÁS PAPAGAYOS).","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.39.01","FLAMENCOS; QUETZALES; GUAN CORNUDO; PATO REAL.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.39.02","AVES CANORAS.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.39.99","LAS DEMÁS.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0106.90.01","ABEJAS.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","1","10"
"0106.90.02","LOMBRIZ REBELLUS.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","1","10"
"0106.90.03","LOMBRIZ ACUÁTICA.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","1",""
"0106.90.04","ÍCAROS PHYTOSEIULUS PERSIMILIS.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","1",""
"0106.90.99","LOS DEMÁS.","LOS DEMÁS ANIMALES VIVOS.","ANIMALES VIVOS","7","20"
"0201.10.01","EN CANALES O MEDIAS CANALES.","CARNE DE ANIMALES DE LA ESPECIE BOVINA, FRESCA O REFRIGERADA.","CARNE Y DESPOJOS COMESTIBLES","1","20"
"0201.20.99","LOS DEMÁS CORTES (TROZOS) SIN DESHUESAR.","CARNE DE ANIMALES DE LA ESPECIE BOVINA, FRESCA O REFRIGERADA.","CARNE Y DESPOJOS COMESTIBLES","1","20"
"0201.30.01","DESHUESADA.","CARNE DE ANIMALES DE LA ESPECIE BOVINA, FRESCA O REFRIGERADA.","CARNE Y DESPOJOS COMESTIBLES","1","20"
"0202.10.01","EN CANALES O MEDIAS CANALES.","CARNE DE ANIMALES DE LA ESPECIE BOVINA, CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","25"
"0202.20.99","LOS DEMÁS CORTES (TROZOS) SIN DESHUESAR.","CARNE DE ANIMALES DE LA ESPECIE BOVINA, CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","25"
"0202.30.01","DESHUESADA.","CARNE DE ANIMALES DE LA ESPECIE BOVINA, CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","25"
"0203.11.01","EN CANALES O MEDIAS CANALES.","CARNE DE ANIMALES DE LA ESPECIE PORCINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","20"
"0203.12.01","PIERNAS, PALETAS, Y SUS TROZOS, SIN DESHUESAR.","CARNE DE ANIMALES DE LA ESPECIE PORCINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","20"
"0203.19.99","LAS DEMÁS.","CARNE DE ANIMALES DE LA ESPECIE PORCINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","20"
"0203.21.01","EN CANALES O MEDIAS CANALES.","CARNE DE ANIMALES DE LA ESPECIE PORCINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","20"
"0203.22.01","PIERNAS, PALETAS, Y SUS TROZOS, SIN DESHUESAR.","CARNE DE ANIMALES DE LA ESPECIE PORCINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","20"
"0203.29.99","LAS DEMÁS.","CARNE DE ANIMALES DE LA ESPECIE PORCINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","20"
"0204.10.01","CANALES O MEDIAS CANALES DE CORDERO, FRESCAS O REFRIGERADAS.","CARNE DE ANIMALES DE LAS ESPECIES OVINA O CAPRINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0204.21.01","EN CANALES O MEDIAS CANALES.","CARNE DE ANIMALES DE LAS ESPECIES OVINA O CAPRINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0204.22.99","LOS DEMÁS CORTES (TROZOS) SIN DESHUESAR.","CARNE DE ANIMALES DE LAS ESPECIES OVINA O CAPRINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0204.23.01","DESHUESADAS.","CARNE DE ANIMALES DE LAS ESPECIES OVINA O CAPRINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0204.30.01","CANALES O MEDIAS CANALES DE CORDERO, CONGELADAS.","CARNE DE ANIMALES DE LAS ESPECIES OVINA O CAPRINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0204.41.01","EN CANALES O MEDIAS CANALES.","CARNE DE ANIMALES DE LAS ESPECIES OVINA O CAPRINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0204.42.99","LOS DEMÁS CORTES (TROZOS) SIN DESHUESAR.","CARNE DE ANIMALES DE LAS ESPECIES OVINA O CAPRINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0204.43.01","DESHUESADAS.","CARNE DE ANIMALES DE LAS ESPECIES OVINA O CAPRINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0204.50.01","CARNE DE ANIMALES DE LA ESPECIE CAPRINA.","CARNE DE ANIMALES DE LAS ESPECIES OVINA O CAPRINA, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0205.00.01","CARNE DE ANIMALES DE LAS ESPECIES CABALLAR, ASNAL O MULAR, FRESCA, REFRIGERADA O CONGELADA.","CARNE DE ANIMALES DE LAS ESPECIES CABALLAR, ASNAL O MULAR, FRESCA, REFRIGERADA O CONGELADA.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0206.10.01","DE LA ESPECIE BOVINA, FRESCOS O REFRIGERADOS.","DESPOJOS COMESTIBLES DE ANIMALES DE LAS ESPECIES BOVINA, PORCINA, OVINA, CAPRINA, CABALLAR, ASNAL O MULAR, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","20"
"0206.21.01","LENGUAS.","DESPOJOS COMESTIBLES DE ANIMALES DE LAS ESPECIES BOVINA, PORCINA, OVINA, CAPRINA, CABALLAR, ASNAL O MULAR, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","20"
"0206.22.01","HÍGADOS.","DESPOJOS COMESTIBLES DE ANIMALES DE LAS ESPECIES BOVINA, PORCINA, OVINA, CAPRINA, CABALLAR, ASNAL O MULAR, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","20"
"0206.29.99","LOS DEMÁS.","DESPOJOS COMESTIBLES DE ANIMALES DE LAS ESPECIES BOVINA, PORCINA, OVINA, CAPRINA, CABALLAR, ASNAL O MULAR, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","20"
"0206.30.01","PIELES DE CERDO ENTERAS O EN RECORTES, REFRIGERADOS, EXCEPTO EL CUERO PRECOCIDO EN TROZOS (""PELLETS"").","DESPOJOS COMESTIBLES DE ANIMALES DE LAS ESPECIES BOVINA, PORCINA, OVINA, CAPRINA, CABALLAR, ASNAL O MULAR, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0206.30.99","LOS DEMÁS.","DESPOJOS COMESTIBLES DE ANIMALES DE LAS ESPECIES BOVINA, PORCINA, OVINA, CAPRINA, CABALLAR, ASNAL O MULAR, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","20"
"0206.41.01","HÍGADOS.","DESPOJOS COMESTIBLES DE ANIMALES DE LAS ESPECIES BOVINA, PORCINA, OVINA, CAPRINA, CABALLAR, ASNAL O MULAR, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0206.49.01","PIELES DE CERDO ENTERAS O EN RECORTES, EXCEPTO EL CUERO PRECOCIDO EN TROZOS (""PELLETS"").","DESPOJOS COMESTIBLES DE ANIMALES DE LAS ESPECIES BOVINA, PORCINA, OVINA, CAPRINA, CABALLAR, ASNAL O MULAR, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1",""
"0206.49.99","LOS DEMÁS.","DESPOJOS COMESTIBLES DE ANIMALES DE LAS ESPECIES BOVINA, PORCINA, OVINA, CAPRINA, CABALLAR, ASNAL O MULAR, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0206.80.99","LOS DEMÁS, FRESCOS O REFRIGERADOS.","DESPOJOS COMESTIBLES DE ANIMALES DE LAS ESPECIES BOVINA, PORCINA, OVINA, CAPRINA, CABALLAR, ASNAL O MULAR, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0206.90.99","LOS DEMÁS, CONGELADOS.","DESPOJOS COMESTIBLES DE ANIMALES DE LAS ESPECIES BOVINA, PORCINA, OVINA, CAPRINA, CABALLAR, ASNAL O MULAR, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0207.11.01","SIN TROCEAR, FRESCOS O REFRIGERADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.12.01","SIN TROCEAR, CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.13.01","MECÁNICAMENTE DESHUESADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.13.02","CARCAZAS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.13.03","PIERNAS, MUSLOS O PIERNAS UNIDAS AL MUSLO.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.13.99","LOS DEMÁS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.14.01","MECÁNICAMENTE DESHUESADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.14.02","HÍGADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0207.14.03","CARCAZAS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.14.04","PIERNAS, MUSLOS O PIERNAS UNIDAS AL MUSLO.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.14.99","LOS DEMÁS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.24.01","SIN TROCEAR, FRESCOS O REFRIGERADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","123"
"0207.25.01","SIN TROCEAR, CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","120"
"0207.26.01","MECÁNICAMENTE DESHUESADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.26.02","CARCAZAS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.26.99","LOS DEMÁS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.27.01","MECÁNICAMENTE DESHUESADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.27.02","HÍGADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0207.27.03","CARCAZAS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.27.99","LOS DEMÁS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.32.01","SIN TROCEAR, FRESCOS O REFRIGERADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.33.01","SIN TROCEAR, CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.34.01","HÍGADOS GRASOS, FRESCOS O REFRIGERADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0207.35.99","LOS DEMÁS, FRESCOS O REFRIGERADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0207.36.01","HÍGADOS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0207.36.99","LOS DEMÁS.","CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","234"
"0208.10.01","DE CONEJO O LIEBRE.","LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0208.30.01","DE PRIMATES.","LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0208.40.01","DE BALLENAS, DELFINES Y MARSOPAS (MAMÍFEROS DEL ORDEN CETÁCEOS); DE MANATÍES Y DUGONES O DUGONGOS (MAMÍFEROS DEL ORDEN SIRENIOS).","LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0208.50.01","DE REPTILES (INCLUIDAS LAS SERPIENTES Y TORTUGAS DE MAR).","LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0208.90.01","CARNES O DESPOJOS DE VENADO.","LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0208.90.02","ANCAS (PATAS) DE RANA.","LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0208.90.99","LOS DEMÁS.","LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0209.00.01","DE GALLO, GALLINA O PAVO (GALLIPAVO).","TOCINO SIN PARTES MAGRAS Y GRASA DE CERDO O DE AVE SIN FUNDIR NI EXTRAER DE OTRO MODO, FRESCOS, REFRIGERADOS, CONGELADOS, SALADOS O EN SALMUERA, SECOS O AHUMADOS.","CARNE Y DESPOJOS COMESTIBLES","1","254"
"0209.00.99","LOS DEMÁS.","TOCINO SIN PARTES MAGRAS Y GRASA DE CERDO O DE AVE SIN FUNDIR NI EXTRAER DE OTRO MODO, FRESCOS, REFRIGERADOS, CONGELADOS, SALADOS O EN SALMUERA, SECOS O AHUMADOS.","CARNE Y DESPOJOS COMESTIBLES","1","254"
"0210.11.01","JAMONES, PALETAS, Y SUS TROZOS, SIN DESHUESAR.","CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0210.12.01","TOCINO ENTREVERADO DE PANZA (PANCETA) Y SUS TROZOS.","CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0210.19.99","LAS DEMÁS.","CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
"0210.20.01","CARNE DE LA ESPECIE BOVINA.","CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS.","CARNE Y DESPOJOS COMESTIBLES","1","10"
