240,3910,7011315,04/08/2017,
240,3910,7011610,07/08/2017,
800,3910,7004140,11/08/2017,
470,1678,7000669,15/08/2017,
470,1678,7000703,23/08/2017,
240,3910,7012733,29/08/2017,
470,1619,7004574,05/09/2017,
470,1619,7004658,06/09/2017,
640,1619,7004150,13/09/2017,
240,3910,7013860,20/09/2017,
470,1619,7005107,29/09/2017,
,,,,
,,,,
,,,,
